alfa_norm 	 beta_norm 		 delta_norm 
0.00273150 	 0.15142611 	 0.07583678 
0.00204116 	 0.15494059 	 0.10217624 
0.00500532 	 0.23610435 	 0.00001210 
0.00566798 	 0.29914618 	 0.00000228 
0.00555846 	 0.28637377 	 0.00000141 
0.00354422 	 0.28637279 	 0.00000234 
0.00257533 	 0.28637073 	 0.00000022 
0.00331724 	 0.28637381 	 0.00000102 
0.00294865 	 0.28637255 	 0.00000948 
0.00447882 	 0.54153011 	 0.00030949 
0.00398133 	 0.54157261 	 0.00036609 
0.00564059 	 1.05558877 	 0.00023579 
0.00501394 	 1.05563801 	 0.00027439 
0.00693187 	 0.23962606 	 0.00000820 
0.00682576 	 0.23092348 	 0.00000536 
0.00266500 	 0.23084189 	 0.00000038 
0.00179341 	 0.23018557 	 0.00000004 
0.00655838 	 0.20829648 	 0.00289138 
0.00258556 	 0.21239558 	 0.01345167 
0.00176172 	 0.21556377 	 0.02676482 
0.00949005 	 0.44510408 	 0.00000008 
0.00370522 	 0.44510408 	 0.00000000 
0.00249387 	 0.44510408 	 0.00000001 
0.00935190 	 0.43000950 	 0.00020423 
0.00365276 	 0.43034266 	 0.00071135 
0.00246005 	 0.43084617 	 0.00147924 
0.01111207 	 0.65273580 	 0.00006855 
0.00433889 	 0.65286245 	 0.00021730 
0.00292068 	 0.65301645 	 0.00039831 
0.01097543 	 0.63116808 	 0.00018629 
0.00428624 	 0.63151565 	 0.00059372 
0.00288582 	 0.63194337 	 0.00109549 
0.00477884 	 0.34680651 	 0.00000176 
0.00248868 	 0.34680657 	 0.00000083 
0.00221401 	 0.34680609 	 0.00000025 
0.00455142 	 0.31064839 	 0.00196151 
0.00212291 	 0.31457177 	 0.00916290 
0.00592129 	 0.55638010 	 0.00000008 
0.00308364 	 0.55638010 	 0.00000002 
0.00274330 	 0.55638010 	 0.00000001 
0.00667744 	 0.76704967 	 0.00007159 
0.00347761 	 0.76714552 	 0.00017205 
0.00309384 	 0.76717871 	 0.00020688 
0.00000000 	 0.16691403 	 0.00000000 
0.00000000 	 0.27819005 	 0.00000000 
0.00000000 	 0.38946607 	 0.00000000 
0.00000000 	 0.50074209 	 0.00000000 
0.00000000 	 0.61201811 	 0.00000000 
0.00000000 	 0.72329413 	 0.00000000 
0.00000000 	 0.83457015 	 0.00000000 
0.00000000 	 0.94584617 	 0.00000000 
0.00525627 	 0.25744136 	 0.00000000 
0.00335133 	 0.25744010 	 0.00000000 
0.00243517 	 0.25740328 	 0.00000000 
0.00190072 	 0.25717429 	 0.00000000 
0.00155196 	 0.25660323 	 0.00000000 
0.00130701 	 0.25577700 	 0.00000000 
0.00112587 	 0.25488189 	 0.00000000 
0.00098676 	 0.25404224 	 0.00000000 
0.00100000 	 0.16691403 	 0.37500000 
0.00100000 	 0.16691403 	 0.62500000 
0.00100000 	 0.16691403 	 1.00000000 
0.00100000 	 0.33382806 	 0.37500000 
0.00100000 	 0.33382806 	 0.62500000 
0.00100000 	 0.33382806 	 1.00000000 
0.00100000 	 0.55638010 	 0.37500000 
0.00100000 	 0.55638010 	 0.62500000 
0.00100000 	 0.55638010 	 1.00000000 
0.00200000 	 0.16691403 	 0.37500000 
0.00200000 	 0.16691403 	 0.62500000 
0.00200000 	 0.16691403 	 1.00000000 
0.00200000 	 0.33382806 	 0.37500000 
0.00200000 	 0.33382806 	 0.62500000 
0.00200000 	 0.33382806 	 1.00000000 
0.00200000 	 0.55638010 	 0.37500000 
0.00200000 	 0.55638010 	 0.62500000 
0.00200000 	 0.55638010 	 1.00000000 
0.01000000 	 0.16691403 	 0.37500000 
0.01000000 	 0.16691403 	 0.62500000 
0.01000000 	 0.16691403 	 1.00000000 
0.01000000 	 0.33382806 	 0.37500000 
0.01000000 	 0.33382806 	 0.62500000 
0.01000000 	 0.33382806 	 1.00000000 
0.01000000 	 0.55638010 	 0.37500000 
0.01000000 	 0.55638010 	 0.62500000 
0.01000000 	 0.55638010 	 1.00000000 
0.02000000 	 0.16691403 	 0.37500000 
0.02000000 	 0.16691403 	 0.62500000 
0.02000000 	 0.16691403 	 1.00000000 
0.02000000 	 0.33382806 	 0.37500000 
0.02000000 	 0.33382806 	 0.62500000 
0.02000000 	 0.33382806 	 1.00000000 
0.02000000 	 0.55638010 	 0.37500000 
0.02000000 	 0.55638010 	 0.62500000 
0.02000000 	 0.55638010 	 1.00000000 
0.20000000 	 0.11127602 	 0.37500000 
0.20000000 	 0.11127602 	 0.62500000 
0.20000000 	 0.11127602 	 0.87500000 
0.20000000 	 0.16691403 	 0.37500000 
0.20000000 	 0.16691403 	 0.62500000 
0.20000000 	 0.16691403 	 0.87500000 
1.00000000 	 0.11127602 	 0.37500000 
1.00000000 	 0.11127602 	 0.62500000 
1.00000000 	 0.11127602 	 0.87500000 
1.00000000 	 0.16691403 	 0.37500000 
1.00000000 	 0.16691403 	 0.62500000 
1.00000000 	 0.16691403 	 0.87500000 
0.00010000 	 0.05563801 	 0.00000000 
0.00010000 	 0.08345701 	 0.00000000 
0.00010000 	 0.11127602 	 0.00000000 
0.00020000 	 0.05563801 	 0.00000000 
0.00020000 	 0.08345701 	 0.00000000 
0.00020000 	 0.11127602 	 0.00000000 
0.00100000 	 0.05563801 	 0.00000000 
0.00100000 	 0.08345701 	 0.00000000 
0.00100000 	 0.11127602 	 0.00000000 
0.00200000 	 0.05563801 	 0.00000000 
0.00200000 	 0.08345701 	 0.00000000 
0.00200000 	 0.11127602 	 0.00000000 
